Timeline,Start time,Duration,Row,Instance number,Assist,Ball Handler,Block,Contested,Cutter,Cutter Defender,Dribble Move,Drive Direction,Foul,Foul Class,Foul Drawn,Half Court Defense Type,Handler Defender,Handler Defense,Handoff Defender,Handoff Screener,Inbound Type,Opponent Team,Pass,Period,Play Characteristics,Play Type,Rebound,Receiver,Receiver Defender,Result,Screen User,Screen User Defender,Screener,Screener Action,Screener Defender,Screener Defense,Shooter,Shooting Hand,Shot,Shot Characteristics,Shot Clock,Shot Clock Seconds,Shot Contest,Shot Location,Shot Type,Spot Up,Steal,Stolen From,Team,Turnover,Ungrouped,Notes,Flags
2026-01-07 Colgate vs American,2824.605,8.0,American Shots,28,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#33 Matt Mayock,,,,10-6,,Wide Open,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,2863.228,8.0,American Shots,29,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#4 Kade Sebastian,,,,22+,,Highly Contested,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,2898.757,8.0,American Shots,30,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#33 Matt Mayock,,,,21-11,,Highly Contested,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,2988.503,8.0,American Shots,31,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#23 Greg Jones,,,,21-11,,Lightly Contested,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,3042.156,8.0,American Shots,32,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#35 Chris Eagan,,,,10-6,,Lightly Contested,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,3048.699,8.0,American Shots,33,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#2 Madden Collins,,,,21-11,,Wide Open,Rim,Floater,,,,,,,,
2026-01-07 Colgate vs American,3224.774,8.0,American Shots,34,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#32 Julen Iturbe,,,,21-11,,Highly Contested,Rim,Floater,,,,,,,,
2026-01-07 Colgate vs American,3314.613,8.0,American Shots,35,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#32 Julen Iturbe,,,,21-11,,Highly Contested,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,3334.368,8.0,American Shots,36,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#7 Wyatt Nausadis,,,,22+,,Wide Open,Close Shot Left,Pullup,,,,,,,,
2026-01-07 Colgate vs American,3421.153,8.0,American Shots,37,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#33 Matt Mayock,,,,10-6,,Lightly Contested,Left Wing 3,Catch & Shoot,,,,,,,,
2026-01-07 Colgate vs American,3471.642,8.0,American Shots,38,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#32 Julen Iturbe,,,,21-11,,Lightly Contested,Right Corner 3,Catch & Shoot,,,,,,,,
2026-01-07 Colgate vs American,3556.216,8.0,American Shots,39,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#23 Greg Jones,,,,21-11,,Lightly Contested,Left Corner 3,Catch & Shoot,,,,,,,,
2026-01-07 Colgate vs American,3570.647,8.0,American Shots,40,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#12 Geoff Sprouse,,,,22+,,Wide Open,Right Wing 3,Catch & Shoot,,,,,,,,
2026-01-07 Colgate vs American,3813.438,8.0,American Shots,41,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#12 Geoff Sprouse,,,,21-11,,Lightly Contested,Top of Key 3,Pullup,,,,,,,,
2026-01-07 Colgate vs American,3904.7,8.0,American Shots,42,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#35 Chris Eagan,,,,21-11,,Lightly Contested,Close Shot Left,Floater,,,,,,,,
2026-01-07 Colgate vs American,4073.183,8.0,American Shots,43,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#2 Madden Collins,,,,21-11,,Lightly Contested,Left Corner 3,Catch & Shoot,,,,,,,,
2026-01-07 Colgate vs American,4096.729,8.0,American Shots,44,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#32 Julen Iturbe,,,,22+,,Lightly Contested,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,4109.654,8.0,American Shots,45,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#7 Wyatt Nausadis,,,,22+,,Lightly Contested,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,4197.211,8.0,American Shots,46,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#4 Kade Sebastian,,,,21-11,,Lightly Contested,Left Wing 3,Catch & Shoot,,,,,,,,
2026-01-07 Colgate vs American,4419.305,8.0,American Shots,47,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#7 Wyatt Nausadis,,,,10-6,,Wide Open,Left Wing 3,Pullup,,,,,,,,
2026-01-07 Colgate vs American,4631.578,8.0,American Shots,48,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#12 Geoff Sprouse,,,,21-11,,Wide Open,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,4742.806,8.0,American Shots,49,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#32 Julen Iturbe,,,,10-6,,Highly Contested,Rim,Floater,,,,,,,,
2026-01-07 Colgate vs American,4784.018,8.0,American Shots,50,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#12 Geoff Sprouse,,,,10-6,,Lightly Contested,Top of Key 3,Pullup,,,,,,,,
2026-01-07 Colgate vs American,5218.068,8.0,American Shots,51,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#23 Greg Jones,,,,21-11,,Lightly Contested,Close Shot Right,Floater,,,,,,,,
2026-01-07 Colgate vs American,5238.486,8.0,American Shots,52,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#12 Geoff Sprouse,,,,5-0,,Wide Open,Close Shot Middle,Pullup,,,,,,,,
2026-01-07 Colgate vs American,5345.406,8.0,American Shots,53,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#33 Matt Mayock,,,,21-11,,Highly Contested,Rim,Layup,,,,,,,,
2026-01-07 Colgate vs American,5507.988,8.0,American Shots,54,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#2 Madden Collins,,,,N/A,,Highly Contested,Rim,Floater,,,,,,,,
