Timeline,Start time,Duration,Row,Instance number,Assist,Ball Handler,Block,Contested,Cutter,Cutter Defender,Dribble Move,Drive Direction,Foul,Foul Class,Foul Drawn,Half Court Defense Type,Handler Defender,Handler Defense,Handoff Defender,Handoff Screener,Inbound Type,Opponent Team,Pass,Period,Play Characteristics,Play Type,Rebound,Receiver,Receiver Defender,Result,Screen User,Screen User Defender,Screener,Screener Action,Screener Defender,Screener Defense,Shooter,Shooting Hand,Shot,Shot Characteristics,Shot Clock,Shot Clock Seconds,Shot Contest,Shot Location,Shot Type,Spot Up,Steal,Stolen From,Team,Turnover,Ungrouped,Notes,Flags
2026-01-18 Army vs American (1),3819.411,8.0,American Shots,41,,,,,,,,,Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#32 Julen Iturbe,,,,21-11,,Lightly Contested,Rim,Layup,,,,,,,,
2026-01-18 Army vs American (1),3877.054,8.0,American Shots,42,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#32 Julen Iturbe,,,,22+,,Wide Open,Rim,Layup,,,,,,,,
2026-01-18 Army vs American (1),3915.059,8.0,American Shots,43,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#7 Wyatt Nausadis,,,,22+,,Lightly Contested,Right Wing 3,Pullup,,,,,,,,
2026-01-18 Army vs American (1),3949.986,8.0,American Shots,44,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#2 Madden Collins,,,,21-11,,Highly Contested,Rim,Layup,,,,,,,,
2026-01-18 Army vs American (1),4008.316,8.0,American Shots,45,,,,,,,,,Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#32 Julen Iturbe,,,,21-11,,Lightly Contested,Rim,Layup,,,,,,,,
2026-01-18 Army vs American (1),4078.708,8.0,American Shots,46,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#2 Madden Collins,,,,21-11,,Wide Open,Rim,Layup,,,,,,,,
2026-01-18 Army vs American (1),4179.504,8.0,American Shots,47,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#23 Greg Jones,,,,10-6,,Highly Contested,Rim,Floater,,,,,,,,
2026-01-18 Army vs American (1),4488.829,8.0,American Shots,48,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#4 Kade Sebastian,,,,5-0,,Lightly Contested,Left Wing 3,Catch & Shoot,,,,,,,,
2026-01-18 Army vs American (1),4719.688,8.0,American Shots,49,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#2 Madden Collins,,,,21-11,,Lightly Contested,Right Wing 3,Catch & Shoot,,,,,,,,
2026-01-18 Army vs American (1),4846.672,8.0,American Shots,50,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#2 Madden Collins,,,,10-6,,Highly Contested,Rim,Layup,,,,,,,,
2026-01-18 Army vs American (1),5237.082,8.0,American Shots,51,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#7 Wyatt Nausadis,,,,5-0,,Highly Contested,Rim,Floater,,,,,,,,
2026-01-18 Army vs American (1),5530.053,8.0,American Shots,52,,,,,,,,,Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#23 Greg Jones,,,,21-11,,Highly Contested,Rim,Layup,,,,,,,,
2026-01-18 Army vs American (1),5680.316,8.0,American Shots,53,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#23 Greg Jones,,,,5-0,,Highly Contested,Left Wing 3,Other,,,,,,,,
2026-01-18 Army vs American (1),5686.75,8.0,American Shots,54,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#33 Matt Mayock,,,,21-11,,Lightly Contested,Rim,Floater,,,,,,,,
