Timeline,Start time,Duration,Row,Instance number,Assist,Ball Handler,Block,Contested,Cutter,Cutter Defender,Dribble Move,Drive Direction,Foul,Foul Class,Foul Drawn,Half Court Defense Type,Handler Defender,Handler Defense,Handoff Defender,Handoff Screener,Inbound Type,Opponent Team,Pass,Period,Play Characteristics,Play Type,Rebound,Receiver,Receiver Defender,Result,Screen User,Screen User Defender,Screener,Screener Action,Screener Defender,Screener Defense,Shooter,Shooting Hand,Shot,Shot Characteristics,Shot Clock,Shot Clock Seconds,Shot Contest,Shot Location,Shot Type,Spot Up,Steal,Stolen From,Team,Turnover,Ungrouped,Notes,Flags
2025-11-15 American vs Central Pennsylvania,5508.688,8.0,American Shots,69,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#3 Dean Hogans,,,,21-11,,Lightly Contested,Right Wing 3,Catch & Shoot,,,,,,,,
2025-11-15 American vs Central Pennsylvania,5592.772,8.0,American Shots,70,,,,,,,,,Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#2 Madden Collins,,,,5-0,,Lightly Contested,Rim,Layup,,,,,,,,
2025-11-15 American vs Central Pennsylvania,5654.216,8.0,American Shots,71,,,,,,,,,Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#35 Chris Eagan,,,,22+,,Blocked,Rim,Layup,,,,,,,,
2025-11-15 American vs Central Pennsylvania,5711.57,8.0,American Shots,72,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#2 Madden Collins,,,,22+,,Wide Open,Rim,Layup,,,,,,,,
2025-11-15 American vs Central Pennsylvania,5736.362,8.0,American Shots,73,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#9 Matthew Casey,,,,22+,,Lightly Contested,Left Wing 3,Catch & Shoot,,,,,,,,
2025-11-15 American vs Central Pennsylvania,5739.014,8.0,American Shots,74,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#3 Dean Hogans,,,,22+,,Wide Open,Rim,Putback,,,,,,,,
2025-11-15 American vs Central Pennsylvania,5742.531,8.0,American Shots,75,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#3 Dean Hogans,,,,21-11,,Lightly Contested,Rim,Layup,,,,,,,,
2025-11-15 American vs Central Pennsylvania,5776.819,8.0,American Shots,76,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#3 Dean Hogans,,,,21-11,,Lightly Contested,Right Wing 3,Catch & Shoot,,,,,,,,
2025-11-15 American vs Central Pennsylvania,6008.397,8.0,American Shots,77,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#9 Matthew Casey,,,,21-11,,Highly Contested,Left Corner 3,Catch & Shoot,,,,,,,,
2025-11-15 American vs Central Pennsylvania,6022.693,8.0,American Shots,78,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#9 Matthew Casey,,,,22+,,Blocked,Left Corner 3,Catch & Shoot,,,,,,,,
2025-11-15 American vs Central Pennsylvania,6042.041,8.0,American Shots,79,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#9 Matthew Casey,,,,22+,,Wide Open,Rim,Layup,,,,,,,,
2025-11-15 American vs Central Pennsylvania,6259.384,8.0,American Shots,80,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#9 Matthew Casey,,,,10-6,,Highly Contested,Left Corner 3,Catch & Shoot,,,,,,,,
2025-11-15 American vs Central Pennsylvania,6270.888,8.0,American Shots,81,,,,,,,,,Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#2 Madden Collins,,,,21-11,,Blocked,Rim,Layup,,,,,,,,
2025-11-15 American vs Central Pennsylvania,6332.949,8.0,American Shots,82,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#16 Luke Brown,,,,10-6,,Wide Open,Rim,Layup,,,,,,,,
2025-11-15 American vs Central Pennsylvania,6395.795,8.0,American Shots,83,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#35 Chris Eagan,,,,21-11,,Wide Open,Rim,Layup,,,,,,,,
2025-11-15 American vs Central Pennsylvania,6468.61,8.0,American Shots,84,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#2 Madden Collins,,,,5-0,,Wide Open,Right Wing 3,Other,,,,,,,,
