Timeline,Start time,Duration,Row,Instance number,Assist,Ball Handler,Block,Contested,Cutter,Cutter Defender,Dribble Move,Drive Direction,Foul,Foul Class,Foul Drawn,Half Court Defense Type,Handler Defender,Handler Defense,Handoff Defender,Handoff Screener,Inbound Type,Opponent Team,Pass,Period,Play Characteristics,Play Type,Rebound,Receiver,Receiver Defender,Result,Screen User,Screen User Defender,Screener,Screener Action,Screener Defender,Screener Defense,Shooter,Shooting Hand,Shot,Shot Characteristics,Shot Clock,Shot Clock Seconds,Shot Contest,Shot Location,Shot Type,Spot Up,Steal,Stolen From,Team,Turnover,Ungrouped,Notes,Flags
2025-12-06 American vs Maryland-Eastern Shore,3368.557,8.0,American Shots,47,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#2 Madden Collins,,,,21-11,,Highly Contested,Close Shot Middle,Fadeaway,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,3577.119,8.0,American Shots,48,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#4 Kade Sebastian,,,,22+,,Wide Open,Rim,Layup,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,3624.283,8.0,American Shots,49,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 3,,,,,,,#32 Julen Iturbe,,,,21-11,,Lightly Contested,Left Wing 3,Catch & Shoot,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,3687.22,8.0,American Shots,50,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#7 Wyatt Nausadis,,,,21-11,,Lightly Contested,Right Wing 3,Catch & Shoot,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,3995.393,8.0,American Shots,51,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#35 Chris Eagan,,,,21-11,,Lightly Contested,Rim,Layup,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4033.473,8.0,American Shots,52,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#35 Chris Eagan,,,,21-11,,Lightly Contested,Rim,Layup,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4073.234,8.0,American Shots,53,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Made 2,,,,,,,#23 Greg Jones,,,,21-11,,Wide Open,Rim,Layup,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4285.864,8.0,American Shots,54,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#35 Chris Eagan,,,,21-11,,Highly Contested,Rim,Layup,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4338.68,8.0,American Shots,55,,,,,,,,,No Foul,,,,,,,,,,,,,,,,,Miss 3,,,,,,,#12 Geoff Sprouse,,,,10-6,,Highly Contested,Top of Key 3,Step Back,,,,,,,,
2025-12-06 American vs Maryland-Eastern Shore,4369.841,8.0,American Shots,56,,,,,,,,,Foul,,,,,,,,,,,,,,,,,Miss 2,,,,,,,#23 Greg Jones,,,,10-6,,Blocked,Rim,Layup,,,,,,,,
